,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
951,Never Grow Up,Speak Now (Deluxe Edition),2010-10-25,8,74WBGgUnpKrJXt6TETfR6Z,spotify:track:74WBGgUnpKrJXt6TETfR6Z,0.819,0.714,0.305,0.0,0.174,-8.837,0.0305,124.91,0.554,61,290466
952,Enchanted,Speak Now (Deluxe Edition),2010-10-25,9,14LtANuaslKWyYbktUrHBU,spotify:track:14LtANuaslKWyYbktUrHBU,0.0739,0.455,0.623,0.000424,0.146,-3.878,0.0288,163.893,0.208,64,352186
953,Better Than Revenge,Speak Now (Deluxe Edition),2010-10-25,10,1By2VQkUN0Frd8mKNV5NYC,spotify:track:1By2VQkUN0Frd8mKNV5NYC,0.0139,0.516,0.917,6.37e-06,0.36,-3.186,0.0827,145.821,0.635,68,217160
954,Innocent,Speak Now (Deluxe Edition),2010-10-25,11,3kfgJql90tzgoxByioAMXR,spotify:track:3kfgJql90tzgoxByioAMXR,0.186,0.552,0.608,0.0,0.125,-5.29,0.0259,134.05,0.17,57,302253
955,Haunted,Speak Now (Deluxe Edition),2010-10-25,12,11UaQaEp2LvdspTyyuE3ur,spotify:track:11UaQaEp2LvdspTyyuE3ur,0.0826,0.436,0.95,1.08e-06,0.149,-2.627,0.057,162.088,0.352,62,242080
956,Last Kiss,Speak Now (Deluxe Edition),2010-10-25,13,1D27z8xNzjW0Mwwt1NCWhJ,spotify:track:1D27z8xNzjW0Mwwt1NCWhJ,0.57,0.371,0.341,3.09e-05,0.101,-9.475,0.0319,89.038,0.196,62,367133
957,Long Live,Speak Now (Deluxe Edition),2010-10-25,14,7DjCRhhFo9PPzca1BjMLcf,spotify:track:7DjCRhhFo9PPzca1BjMLcf,0.036,0.418,0.68,7.59e-05,0.114,-4.3,0.0347,204.12,0.142,61,317453
958,Ours,Speak Now (Deluxe Edition),2010-10-25,15,1EQn3Uc5AyUXoiPLeyCrrg,spotify:track:1EQn3Uc5AyUXoiPLeyCrrg,0.537,0.608,0.569,0.0,0.097,-7.227,0.0284,159.845,0.238,63,237920
959,If This Was A Movie,Speak Now (Deluxe Edition),2010-10-25,16,0vvt4IZOMkRug195S4MUq0,spotify:track:0vvt4IZOMkRug195S4MUq0,0.166,0.511,0.719,4.54e-06,0.34,-3.457,0.0265,147.852,0.289,58,234546
960,Superman,Speak Now (Deluxe Edition),2010-10-25,17,2R7C9dDqv1UPycvepBFziA,spotify:track:2R7C9dDqv1UPycvepBFziA,0.0268,0.582,0.765,1.95e-06,0.103,-3.648,0.0324,131.982,0.559,57,275960
961,Back To December - Acoustic,Speak Now (Deluxe Edition),2010-10-25,18,6IH2Z54gYPLqgJtxZjX80i,spotify:track:6IH2Z54gYPLqgJtxZjX80i,0.748,0.541,0.453,0.0,0.2,-6.459,0.0266,141.757,0.377,56,292560
962,Haunted - Acoustic Version,Speak Now (Deluxe Edition),2010-10-25,19,62rlxI6g2PNaWsHoiRryto,spotify:track:62rlxI6g2PNaWsHoiRryto,0.842,0.563,0.443,0.0,0.293,-5.078,0.0247,80.962,0.313,57,217613
963,Mine - POP Mix,Speak Now (Deluxe Edition),2010-10-25,20,0fAbfDiuQiUwV7FUcFfRGY,spotify:track:0fAbfDiuQiUwV7FUcFfRGY,0.00727,0.695,0.723,1.2e-06,0.1,-3.806,0.0285,121.011,0.679,53,230333
964,Mine,Speak Now (US Version),2010-01-01,1,1wVpMbItVdkJ0pmahPoPA2,spotify:track:1wVpMbItVdkJ0pmahPoPA2,0.00327,0.621,0.78,4.55e-06,0.184,-2.934,0.0297,121.038,0.672,39,230773
965,Sparks Fly,Speak Now (US Version),2010-01-01,2,6SbEq05LV69X1j95gzOU2u,spotify:track:6SbEq05LV69X1j95gzOU2u,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,36,260946
966,Back To December,Speak Now (US Version),2010-01-01,3,1vyeewCrrhnhMM5vh40V35,spotify:track:1vyeewCrrhnhMM5vh40V35,0.113,0.525,0.676,0.0,0.294,-4.684,0.0294,141.95,0.281,37,293040
967,Speak Now,Speak Now (US Version),2010-01-01,4,4rxHNDi1Rt8V4SOm8P5MeC,spotify:track:4rxHNDi1Rt8V4SOm8P5MeC,0.101,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,36,240773
968,Dear John,Speak Now (US Version),2010-01-01,5,6JUSEi75W7hh1etIGCC12o,spotify:track:6JUSEi75W7hh1etIGCC12o,0.183,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,35,403933
969,Mean,Speak Now (US Version),2010-01-01,6,5IfvAo8ycf9mLwWr1ZhJj0,spotify:track:5IfvAo8ycf9mLwWr1ZhJj0,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,35,237746
970,The Story Of Us,Speak Now (US Version),2010-01-01,7,6RMXFAqTwdLxOqcr7oRBJM,spotify:track:6RMXFAqTwdLxOqcr7oRBJM,0.00487,0.546,0.809,0.000372,0.0437,-3.621,0.041,139.91,0.649,35,266480
971,Never Grow Up,Speak Now (US Version),2010-01-01,8,5M2IPUPTwRJeZk4a78VhRr,spotify:track:5M2IPUPTwRJeZk4a78VhRr,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,124.899,0.547,30,290480
972,Enchanted,Speak Now (US Version),2010-01-01,9,2gtXTwsH6QuJufwOQbsu5c,spotify:track:2gtXTwsH6QuJufwOQbsu5c,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,40,352200
973,Better Than Revenge,Speak Now (US Version),2010-01-01,10,3vfgbPKkAwq0HfcyO4Qoyw,spotify:track:3vfgbPKkAwq0HfcyO4Qoyw,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,37,217173
974,Innocent,Speak Now (US Version),2010-01-01,11,6EaKGF9TfyGvKOvIX619GA,spotify:track:6EaKGF9TfyGvKOvIX619GA,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,30,302266
975,Haunted,Speak Now (US Version),2010-01-01,12,11STIsQRiULm5dbZUhs35o,spotify:track:11STIsQRiULm5dbZUhs35o,0.0769,0.434,0.944,0.0,0.151,-2.641,0.0581,162.02,0.361,34,242093
976,Last Kiss,Speak Now (US Version),2010-01-01,13,7cCkYOp3uQOlF2LIM5hr64,spotify:track:7cCkYOp3uQOlF2LIM5hr64,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,32,367146
977,Long Live,Speak Now (US Version),2010-01-01,14,5j53aGde54b1l9Anlo7qdw,spotify:track:5j53aGde54b1l9Anlo7qdw,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,33,317960
978,Mine - POP Mix,Speak Now (Deluxe Package),2010-01-01,1,0OAHsZ8vrS2NKom3cvfJQD,spotify:track:0OAHsZ8vrS2NKom3cvfJQD,0.00461,0.696,0.768,1.21e-06,0.101,-3.863,0.0308,121.05,0.692,55,230546
979,Sparks Fly,Speak Now (Deluxe Package),2010-01-01,2,09cM9BjyNFizKUOXh6j9rT,spotify:track:09cM9BjyNFizKUOXh6j9rT,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,64,260946
980,Back To December,Speak Now (Deluxe Package),2010-01-01,3,0tr6XR58KBdDYd8qvHVTs8,spotify:track:0tr6XR58KBdDYd8qvHVTs8,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,72,293040
981,Speak Now,Speak Now (Deluxe Package),2010-01-01,4,2PBghI9zJkQEWBzMSMo2Ki,spotify:track:2PBghI9zJkQEWBzMSMo2Ki,0.101,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,64,240773
982,Dear John,Speak Now (Deluxe Package),2010-01-01,5,1GeLxMgpeCnMJntwyW6rLw,spotify:track:1GeLxMgpeCnMJntwyW6rLw,0.183,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,64,403887
983,Mean,Speak Now (Deluxe Package),2010-01-01,6,6yM6QsnTCTVOkKEvg3hGlo,spotify:track:6yM6QsnTCTVOkKEvg3hGlo,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,65,237746
984,The Story Of Us,Speak Now (Deluxe Package),2010-01-01,7,7vBlnGdfOLzVEqiOQQxeU8,spotify:track:7vBlnGdfOLzVEqiOQQxeU8,0.000315,0.575,0.855,0.00161,0.0419,-4.827,0.0467,139.92,0.84,59,265636
985,Never Grow Up,Speak Now (Deluxe Package),2010-01-01,8,57w0Uyk2jJAkO2hMJ36xJZ,spotify:track:57w0Uyk2jJAkO2hMJ36xJZ,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,124.899,0.547,57,290480
986,Enchanted,Speak Now (Deluxe Package),2010-01-01,9,3sqrvkNC6IPTIXvvbx9Arw,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,81,352200
987,Better Than Revenge,Speak Now (Deluxe Package),2010-01-01,10,55mh9j2aB7xZ1Oh463gK8k,spotify:track:55mh9j2aB7xZ1Oh463gK8k,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,66,217173
988,Innocent,Speak Now (Deluxe Package),2010-01-01,11,4LraIz87diVQdDK0rhi0S4,spotify:track:4LraIz87diVQdDK0rhi0S4,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,56,302266
989,Haunted,Speak Now (Deluxe Package),2010-01-01,12,72idZxdEHLbi2YI486c3sE,spotify:track:72idZxdEHLbi2YI486c3sE,0.0769,0.434,0.944,0.0,0.151,-2.641,0.0581,162.02,0.361,61,242093
990,Last Kiss,Speak Now (Deluxe Package),2010-01-01,13,1VCJ7vk3Y2DoJIAEOXe3V8,spotify:track:1VCJ7vk3Y2DoJIAEOXe3V8,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,64,367146
991,Long Live,Speak Now (Deluxe Package),2010-01-01,14,7BFc7ffruhZ4Hecnqf5xju,spotify:track:7BFc7ffruhZ4Hecnqf5xju,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,60,317960
992,Ours,Speak Now (Deluxe Package),2010-01-01,15,0hK93KD6Y0j9giUGh4Valj,spotify:track:0hK93KD6Y0j9giUGh4Valj,0.505,0.61,0.556,0.0,0.0851,-7.369,0.0285,159.838,0.192,61,238173
993,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,16,5tSmAABuoOfR59lrtXdDqm,spotify:track:5tSmAABuoOfR59lrtXdDqm,0.154,0.515,0.724,4.05e-06,0.269,-3.498,0.0267,147.788,0.257,59,234546
994,Superman,Speak Now (Deluxe Package),2010-01-01,17,6aJ0ipi4EPmu1aTbFeXZnw,spotify:track:6aJ0ipi4EPmu1aTbFeXZnw,0.0187,0.582,0.817,1.94e-06,0.101,-3.718,0.0337,131.983,0.547,56,276266
995,Back To December - Acoustic,Speak Now (Deluxe Package),2010-01-01,18,7k7BOXE4u6luKTwcLEAyrd,spotify:track:7k7BOXE4u6luKTwcLEAyrd,0.731,0.541,0.451,0.0,0.197,-6.522,0.027,141.713,0.333,60,292533
996,Haunted - Acoustic Version,Speak Now (Deluxe Package),2010-01-01,19,6SdBf0ZsJZoKaH5zcDaz9X,spotify:track:6SdBf0ZsJZoKaH5zcDaz9X,0.841,0.574,0.462,0.0,0.28,-5.124,0.0252,80.858,0.314,55,217626
997,Mine,Speak Now (Deluxe Package),2010-01-01,20,67Io3gxHwfbUreBf114c0u,spotify:track:67Io3gxHwfbUreBf114c0u,0.00327,0.621,0.78,4.55e-06,0.184,-2.934,0.0297,121.038,0.672,68,230773
998,Back To December,Speak Now (Deluxe Package),2010-01-01,21,5aNkiOMxQXkpoEY5bTYoCh,spotify:track:5aNkiOMxQXkpoEY5bTYoCh,0.113,0.525,0.676,0.0,0.294,-4.684,0.0294,141.95,0.281,50,293040
999,The Story Of Us,Speak Now (Deluxe Package),2010-01-01,22,2jt90bYlYDg1lXYWES34LJ,spotify:track:2jt90bYlYDg1lXYWES34LJ,0.00487,0.546,0.809,0.000372,0.0437,-3.621,0.041,139.91,0.649,67,266480
1000,Fearless,Fearless,2008-11-11,1,2gtEqWfjIa9j4qfsHcDVl5,spotify:track:2gtEqWfjIa9j4qfsHcDVl5,0.037,0.598,0.705,0.0,0.304,-4.394,0.0275,100.019,0.433,19,242826
1001,Fifteen,Fearless,2008-11-11,2,6ZeKYXZ6esPjpuHwCtUiZh,spotify:track:6ZeKYXZ6esPjpuHwCtUiZh,0.0602,0.56,0.636,0.0,0.148,-4.453,0.0262,95.431,0.209,16,294880
1002,Love Story,Fearless,2008-11-11,3,6SgBWLgjMQdoVQytBgATGx,spotify:track:6SgBWLgjMQdoVQytBgATGx,0.021,0.622,0.637,0.000144,0.189,-5.401,0.0289,119.054,0.291,32,234213
1003,Hey Stephen,Fearless,2008-11-11,4,18kSJU5j2OsV8ZX0zmpsXg,spotify:track:18kSJU5j2OsV8ZX0zmpsXg,0.177,0.843,0.555,1.34e-06,0.0977,-7.359,0.0316,116.001,0.815,16,254826
1004,White Horse,Fearless,2008-11-11,5,0gN8ygx9vjsfdnc3VyNtZf,spotify:track:0gN8ygx9vjsfdnc3VyNtZf,0.318,0.578,0.349,0.0,0.1,-8.025,0.0257,92.354,0.247,15,234906
1005,You Belong With Me,Fearless,2008-11-11,6,7wbATZinTGleK7zhZJs4Yq,spotify:track:7wbATZinTGleK7zhZJs4Yq,0.16,0.688,0.765,1.78e-05,0.103,-4.451,0.0387,129.967,0.431,31,231453
1006,Breathe,Fearless,2008-11-11,7,2dlXHfyg1rKCtDYavtuRZT,spotify:track:2dlXHfyg1rKCtDYavtuRZT,0.395,0.491,0.479,0.0,0.122,-7.396,0.0269,148.305,0.16,22,264373
1007,Tell Me Why,Fearless,2008-11-11,8,0w09meSaEdiMqYqb5y6w62,spotify:track:0w09meSaEdiMqYqb5y6w62,0.0689,0.606,0.85,2.96e-06,0.363,-3.057,0.038,99.978,0.512,14,200906
1008,You're Not Sorry,Fearless,2008-11-11,9,0VcFAmEODhbIL9Sx2zufia,spotify:track:0VcFAmEODhbIL9Sx2zufia,0.158,0.467,0.456,0.0,0.111,-4.155,0.0271,134.059,0.252,12,262173
1009,The Way I Loved You,Fearless,2008-11-11,10,31ST0tkNT35SKBxuZzslIn,spotify:track:31ST0tkNT35SKBxuZzslIn,0.0345,0.433,0.723,0.0,0.125,-3.751,0.0352,160.92,0.406,15,244573
1010,Forever & Always,Fearless,2008-11-11,11,1sJUslPI3S0J6Nt9SimOam,spotify:track:1sJUslPI3S0J6Nt9SimOam,0.0767,0.607,0.826,0.0,0.104,-4.989,0.0584,128.048,0.501,15,225786
1011,The Best Day,Fearless,2008-11-11,12,15STJF07U03vBZsQeSKEuZ,spotify:track:15STJF07U03vBZsQeSKEuZ,0.637,0.667,0.447,4.65e-06,0.138,-8.572,0.0285,126.189,0.36,30,245666
1012,Change,Fearless,2008-11-11,13,2NwFRzJy5jbOAqXi7oWvdO,spotify:track:2NwFRzJy5jbOAqXi7oWvdO,0.00454,0.536,0.768,0.0,0.106,-4.157,0.0361,95.996,0.237,14,280333
1013,Our Song,Fearless,2008-11-11,14,11ajndHCF1bP989GgGIZUD,spotify:track:11ajndHCF1bP989GgGIZUD,0.00623,0.504,0.7,1.24e-06,0.342,-4.826,0.0326,177.822,0.63,16,200200
1014,Teardrops On My Guitar,Fearless,2008-11-11,15,60oZARTE1kCh5ntBfeO1XB,spotify:track:60oZARTE1kCh5ntBfeO1XB,0.017,0.513,0.547,0.00637,0.117,-6.289,0.0257,99.942,0.154,15,194720
1015,Should've Said No,Fearless,2008-11-11,16,2zY1HG9UDD2dKiS3IgUyeO,spotify:track:2zY1HG9UDD2dKiS3IgUyeO,0.00588,0.4,0.762,9.59e-05,0.277,-4.411,0.039,168.137,0.437,13,244333
1016,Beautiful Eyes,Fearless,2008-11-11,17,1a5kAD0K7zijLlZokbRDe2,spotify:track:1a5kAD0K7zijLlZokbRDe2,0.383,0.529,0.7,0.0,0.0967,-3.303,0.026,96.019,0.372,12,179240
1017,Picture To Burn - Radio Edit,Fearless,2008-11-11,18,3eappfX5EGKcctHz904vNj,spotify:track:3eappfX5EGKcctHz904vNj,0.0803,0.661,0.859,0.0,0.0926,-2.445,0.0315,105.583,0.802,11,173333
1018,I'm Only Me When I'm With You,Fearless,2008-11-11,19,0r5YYiLOct5O2NOKZ5ovaP,spotify:track:0r5YYiLOct5O2NOKZ5ovaP,0.00498,0.557,0.935,0.000611,0.101,-3.694,0.0675,143.997,0.543,22,214320
1019,I Heart ?,Fearless,2008-11-11,20,2HxTSD72RBQR31HtyX72sf,spotify:track:2HxTSD72RBQR31HtyX72sf,0.0472,0.706,0.818,0.0,0.327,-3.335,0.0267,105.995,0.64,17,197346
1020,Fearless,Fearless,2008-11-11,1,4lIbdZwGa2hgkxigHJumaV,spotify:track:4lIbdZwGa2hgkxigHJumaV,0.0393,0.403,0.699,0.0,0.303,-4.412,0.0352,200.056,0.448,28,243400
1021,Fifteen,Fearless,2008-11-11,2,2l9Pipz6AiVOabtKJVl3O9,spotify:track:2l9Pipz6AiVOabtKJVl3O9,0.0665,0.558,0.634,0.0,0.145,-4.437,0.0267,95.349,0.208,26,295213
1022,Love Story,Fearless,2008-11-11,3,0wi9VaczZO8tbBwltGiwO5,spotify:track:0wi9VaczZO8tbBwltGiwO5,0.0198,0.618,0.637,7.99e-05,0.169,-5.412,0.0289,119.056,0.269,36,234706
1023,Hey Stephen,Fearless,2008-11-11,4,4vwfVWo6hSf0vJuBpNwMWJ,spotify:track:4vwfVWo6hSf0vJuBpNwMWJ,0.181,0.841,0.543,2.24e-06,0.0903,-7.338,0.0315,115.994,0.827,24,256053
1024,White Horse,Fearless,2008-11-11,5,04g3rUk3RzqaXi02FJT2Zl,spotify:track:04g3rUk3RzqaXi02FJT2Zl,0.272,0.582,0.334,0.0,0.102,-8.035,0.026,92.71,0.231,26,235426
1025,You Belong With Me,Fearless,2008-11-11,6,3hD7Dd9WVVkT6HAtil3R2D,spotify:track:3hD7Dd9WVVkT6HAtil3R2D,0.17,0.69,0.774,1.64e-05,0.102,-4.467,0.039,129.98,0.414,36,232120
1026,Breathe,Fearless,2008-11-11,7,5XQJNlITnzHbLqpX60gUrj,spotify:track:5XQJNlITnzHbLqpX60gUrj,0.388,0.487,0.476,0.0,0.135,-7.385,0.0279,147.913,0.156,24,264973
1027,Tell Me Why,Fearless,2008-11-11,8,3ZeJG2dbry1YgRbGn5IukZ,spotify:track:3ZeJG2dbry1YgRbGn5IukZ,0.0667,0.607,0.854,2.75e-06,0.356,-3.079,0.0386,99.989,0.492,22,201506
1028,You're Not Sorry,Fearless,2008-11-11,9,5WbxKDVDEHtDWL9Mr6ZLoc,spotify:track:5WbxKDVDEHtDWL9Mr6ZLoc,0.141,0.469,0.46,1.39e-06,0.113,-4.098,0.0273,133.956,0.302,23,263240
1029,The Way I Loved You,Fearless,2008-11-11,10,177nprYS2qLchToEJVzTec,spotify:track:177nprYS2qLchToEJVzTec,0.0393,0.434,0.719,0.0,0.113,-3.715,0.0331,160.92,0.419,25,245400
1030,Forever & Always,Fearless,2008-11-11,11,0AXwcrtfYGYgQgmzyk8PA1,spotify:track:0AXwcrtfYGYgQgmzyk8PA1,0.0883,0.603,0.811,0.0,0.101,-4.98,0.0532,128.007,0.529,23,226333
1031,The Best Day,Fearless,2008-11-11,12,361O1jOM9zsU5Wmo3hhsfH,spotify:track:361O1jOM9zsU5Wmo3hhsfH,0.639,0.668,0.448,4.06e-06,0.14,-8.566,0.0286,126.074,0.383,21,246320
1032,Change,Fearless,2008-11-11,13,5nUPw1RvAkqDIdebpDy3JI,spotify:track:5nUPw1RvAkqDIdebpDy3JI,0.00418,0.547,0.763,0.0,0.107,-4.206,0.0375,96.018,0.231,20,280293
1033,Our Song,Fearless,2008-11-11,14,3iaYan8tKzKGP0MNWbSgxM,spotify:track:3iaYan8tKzKGP0MNWbSgxM,0.00609,0.522,0.691,0.0,0.249,-4.825,0.0307,177.865,0.651,26,201106
1034,Teardrops On My Guitar,Fearless,2008-11-11,15,7gfzBsM4xaMb8c2WdpzEat,spotify:track:7gfzBsM4xaMb8c2WdpzEat,0.0174,0.514,0.554,0.00572,0.118,-6.338,0.0258,99.947,0.171,27,194653
1035,Should've Said No,Fearless,2008-11-11,16,5p0RhYSSIU86G63ugc7nAA,spotify:track:5p0RhYSSIU86G63ugc7nAA,0.00585,0.405,0.758,0.00029,0.246,-4.385,0.0376,168.077,0.444,26,245826
1036,Love Story - J Stax Radio Mix,Fearless,2008-11-11,17,4i0M7glXqIIRKPwbLtpExi,spotify:track:4i0M7glXqIIRKPwbLtpExi,0.00664,0.696,0.827,0.0031,0.297,-6.464,0.0313,127.997,0.324,24,221800
1037,Fearless,Fearless (International Version),2008-11-11,1,6zV8AVM9eVfdG7Qahwd64R,spotify:track:6zV8AVM9eVfdG7Qahwd64R,0.0449,0.593,0.705,0.0,0.309,-4.43,0.0269,100.11,0.472,39,242373
1038,Fifteen,Fearless (International Version),2008-11-11,2,4yf9OivCH2lmQWN8mzpCC6,spotify:track:4yf9OivCH2lmQWN8mzpCC6,0.072,0.555,0.648,0.0,0.143,-4.419,0.027,95.431,0.207,38,294306
1039,Love Story,Fearless (International Version),2008-11-11,3,5xPsybHWRHbTYO44xnREY5,spotify:track:5xPsybHWRHbTYO44xnREY5,0.0186,0.62,0.639,0.00011,0.206,-5.398,0.0285,119.055,0.34,49,233933
1040,Hey Stephen,Fearless (International Version),2008-11-11,4,4fWDgRZa0GKE5KZNhE9MQa,spotify:track:4fWDgRZa0GKE5KZNhE9MQa,0.174,0.843,0.543,3.87e-06,0.0968,-7.364,0.0317,116.0,0.826,36,254680
1041,White Horse,Fearless (International Version),2008-11-11,5,1yFjBRQVhRdcdnrTE5LuyD,spotify:track:1yFjBRQVhRdcdnrTE5LuyD,0.298,0.587,0.342,0.0,0.106,-8.034,0.0257,92.71,0.212,38,233560
1042,You Belong With Me,Fearless (International Version),2008-11-11,6,7G6TDmGJXDoBaV6NGj3Yic,spotify:track:7G6TDmGJXDoBaV6NGj3Yic,0.151,0.688,0.775,1.98e-05,0.104,-4.436,0.0381,129.969,0.469,50,230506
1043,Breathe,Fearless (International Version),2008-11-11,7,0qsSmObOgBZfuMIwfAQDBP,spotify:track:0qsSmObOgBZfuMIwfAQDBP,0.389,0.488,0.472,0.0,0.125,-7.39,0.0275,147.926,0.163,36,263720
1044,Tell Me Why,Fearless (International Version),2008-11-11,8,6vLpy7UPYuOa75Bkqocrcw,spotify:track:6vLpy7UPYuOa75Bkqocrcw,0.0611,0.606,0.848,1.99e-06,0.374,-3.058,0.0374,99.999,0.476,33,200213
1045,You're Not Sorry,Fearless (International Version),2008-11-11,9,4N419mmxYybTfAECy5j4dw,spotify:track:4N419mmxYybTfAECy5j4dw,0.145,0.471,0.458,2.39e-06,0.108,-4.137,0.027,133.96,0.309,34,261800
1046,The Way I Loved You,Fearless (International Version),2008-11-11,10,04LDcz3RX1P5sIlzQGqgUN,spotify:track:04LDcz3RX1P5sIlzQGqgUN,0.0315,0.434,0.723,0.0,0.125,-3.748,0.0335,160.872,0.412,38,244626
1047,Forever & Always,Fearless (International Version),2008-11-11,11,3yuOL0jFnVR8tizZzNNo0F,spotify:track:3yuOL0jFnVR8tizZzNNo0F,0.0788,0.604,0.816,0.0,0.164,-5.002,0.0537,128.0,0.55,35,225000
1048,The Best Day,Fearless (International Version),2008-11-11,12,7G9D32Kx7hdQ9Uga1V4VXm,spotify:track:7G9D32Kx7hdQ9Uga1V4VXm,0.648,0.671,0.44,3.04e-06,0.141,-8.561,0.0287,126.059,0.368,32,245266
1049,Change,Fearless (International Version),2008-11-11,13,493jXNrYmXPCMbSJvVRYLk,spotify:track:493jXNrYmXPCMbSJvVRYLk,0.00465,0.545,0.747,0.0,0.115,-4.231,0.037,96.017,0.214,31,278546
1050,Our Song - International Mix,Fearless (International Version),2008-11-11,14,5Ct2PYPUSogyWvbV40k9Bf,spotify:track:5Ct2PYPUSogyWvbV40k9Bf,0.00739,0.516,0.696,1.11e-06,0.354,-4.833,0.0301,177.936,0.664,37,199933
1051,Teardrops On My Guitar - International Mix,Fearless (International Version),2008-11-11,15,2RM02ladxD5mgdrlAwh3h9,spotify:track:2RM02ladxD5mgdrlAwh3h9,0.0178,0.514,0.557,0.00755,0.114,-6.307,0.0264,99.974,0.152,43,193640
1052,Should've Said No - International Mix,Fearless (International Version),2008-11-11,16,2gwvtlwlKhvkfjz7Fcb6Yk,spotify:track:2gwvtlwlKhvkfjz7Fcb6Yk,0.00505,0.398,0.761,0.000437,0.234,-4.382,0.0377,168.092,0.454,35,245826
1053,Fearless,Fearless,2008-11-11,1,6Eu31gddWw0gOGO506pJYA,spotify:track:6Eu31gddWw0gOGO506pJYA,0.04,0.594,0.712,0.0,0.309,-4.418,0.0273,99.972,0.476,61,241986
1054,Fifteen,Fearless,2008-11-11,2,4t0OI7XrODjSkAu3bTPmWj,spotify:track:4t0OI7XrODjSkAu3bTPmWj,0.067,0.556,0.651,0.0,0.145,-4.396,0.0266,95.485,0.203,61,294333
1055,Love Story,Fearless,2008-11-11,3,1vrd6UOGamcKNGnSHJQlSt,spotify:track:1vrd6UOGamcKNGnSHJQlSt,0.17,0.618,0.741,0.0,0.0822,-3.95,0.031,118.984,0.296,71,235266
1056,Hey Stephen,Fearless,2008-11-11,4,4WXzzCof26KJLTK5kK53dS,spotify:track:4WXzzCof26KJLTK5kK53dS,0.194,0.841,0.544,2.48e-06,0.108,-7.347,0.0309,115.994,0.831,52,254306
1057,White Horse,Fearless,2008-11-11,5,6wn61Fzx9XMxQmieLpoIhW,spotify:track:6wn61Fzx9XMxQmieLpoIhW,0.305,0.578,0.34,0.0,0.104,-8.027,0.0264,92.702,0.223,57,234426
1058,You Belong With Me,Fearless,2008-11-11,6,3GCL1PydwsLodcpv0Ll1ch,spotify:track:3GCL1PydwsLodcpv0Ll1ch,0.162,0.687,0.783,1.35e-05,0.114,-4.44,0.0386,129.964,0.443,72,231133
1059,Breathe,Fearless,2008-11-11,7,49mWEy5MgtNujgT7xU3emT,spotify:track:49mWEy5MgtNujgT7xU3emT,0.379,0.505,0.482,0.0,0.113,-7.372,0.0276,73.975,0.184,49,263973
1060,Tell Me Why,Fearless,2008-11-11,8,3rnI1UCyGJvUTVvT97VQr5,spotify:track:3rnI1UCyGJvUTVvT97VQr5,0.0571,0.604,0.855,3.65e-06,0.343,-3.097,0.038,99.96,0.51,48,200546
1061,You're Not Sorry,Fearless,2008-11-11,9,0HmCuN0Z3OX1Qrz43FLOPL,spotify:track:0HmCuN0Z3OX1Qrz43FLOPL,0.146,0.475,0.452,1.36e-06,0.108,-4.134,0.027,133.959,0.276,50,261786
1062,The Way I Loved You,Fearless,2008-11-11,10,5P4wWhUYWM0IaVYLuZxdar,spotify:track:5P4wWhUYWM0IaVYLuZxdar,0.0408,0.433,0.7,0.0,0.115,-3.709,0.0336,160.927,0.398,58,244226
1063,Forever & Always,Fearless,2008-11-11,11,47HtKpfzpAt8rQjjXWotFj,spotify:track:47HtKpfzpAt8rQjjXWotFj,0.0752,0.608,0.821,0.0,0.11,-4.985,0.0576,128.042,0.544,53,225320
1064,The Best Day,Fearless,2008-11-11,12,3esA216TyLHEkNiBCeCmcg,spotify:track:3esA216TyLHEkNiBCeCmcg,0.647,0.666,0.434,1.95e-06,0.124,-8.543,0.0289,126.084,0.396,50,245333
